Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[70 Post Ave Unit 4D](https://www.apartments.com/70-post-ave-new-york-ny-unit-4d/5by4k1m/),209-264-8830,"[70 Post Ave, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/70+Post+Ave,+New+York,+NY+10034/data=!4m2!4m1!3e2)",800 Sq Ft,"$1,795",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,,,,* Gated Entry,![Primary Photo - 70 Post Ave](https://images1.apartments.com/i2/OWtssuMmXp3H1qtM2QN8usi5HZPcqhjWuxVA6h0IyAs/111/70-post-ave-unit-4d-new-york-ny-primary-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/FzEeRF-SskCF84wUzxsEn6HRiLwkwr8-4Cu0j-xV0QY/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/UIyJRKCyUyj8hOSck_tj5H04MX4cHCtihfKbcH7BEws/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/wNKKu9P0pSDJC_fDdLtUqRhdNMKIgCAJDljGO2tUeEQ/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/vGXhD57sbSU6STj5HQYSI-h0G9OxU3mwutio3oXzJzk/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/JrxnHKwo5GwcPHijlloqR5mL8cW50FqXVt0zWmeD1vQ/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/OvbLhR5phUIDO9pSLYPwfDyy0XvTPzNfMux0gfBji18/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/g8hpSuMcmvfahhqMkuVLpdSmsl_lJpVLZm2Du7RnKCQ/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ,
[70 Post Ave Unit 4D](https://www.apartments.com/70-post-ave-new-york-ny-unit-4d/jmeljc6/),209-284-5275,"[70 Post Ave, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/70+Post+Ave,+New+York,+NY+10034/data=!4m2!4m1!3e2)",800 Sq Ft,"$1,750",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,,,,* Gated Entry,![Primary Photo - 70 Post Ave](https://images1.apartments.com/i2/tzczRTUVmvGsdu2otTslLFFw_rZ_JXJ2noR8Pfe3htE/111/70-post-ave-unit-4d-new-york-ny-primary-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/lmV1aKPttk6WgwQXWP_4hVX_pD8rKQmE53AJvZRn7GA/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/waVELmpv1Mgh6DzgnF3Nl_2UjB-UUn0Y4Ut6j4DzAV0/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/ElzxOrD9WR0y5KuiaC9bi7svpzyd-6lLB4y98-EulrU/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/B866CYlN2g3AKCe1pkl5tAdEwHM5xd7HuJphPcBxlsY/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/vXFoTR5B-SJAo-qhDFYi8iMUMQdGBf8PVnUe3tgbliw/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/z5_e0Z54DNxo_rHEQO2MvwLI-tLogSvoUCHsIsh_6xc/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ![Building Photo - 70 Post Ave](https://images1.apartments.com/i2/gndEw0-QExQ8Gczmcr49ewswpci2cnVoPd5jTAsdZ48/117/70-post-ave-unit-4d-new-york-ny-building-photo.jpg) ,
[200 North End Ave Unit 18D](https://www.apartments.com/200-north-end-ave-new-york-ny-unit-18d/v094t2d/),929-447-7678,"[200 North End Ave, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+North+End+Ave,+New+York,+NY+10282/data=!4m2!4m1!3e2)",,"$5,100",,,Dogs and Cats Allowed,,,Garage,,,,* Washer/Dryer,,12 Months,,,,,![Primary Photo - 200 North End Ave](https://images1.apartments.com/i2/xUEhd28UOswbhc9CCcbQaV_WmYpzCHau2CW3HM8C_aQ/111/200-north-end-ave-unit-18d-new-york-ny-primary-photo.jpg) ![Building Photo - 200 North End Ave](https://images1.apartments.com/i2/3Q8mUc976ghgr7cUjF5h0CrbQx4uZGwrAEyxb03wcjs/117/200-north-end-ave-unit-18d-new-york-ny-building-photo.jpg) ![Building Photo - 200 North End Ave](https://images1.apartments.com/i2/uXjteGGPAIGEfGDcIa1hYWZ2I0RGHVVXGy605pIUGaA/117/200-north-end-ave-unit-18d-new-york-ny-building-photo.jpg) ![Building Photo - 200 North End Ave](https://images1.apartments.com/i2/mqOHOisKSZZYYo9wmvi9DLY2fUSkBXyEdLSyhXvIEME/117/200-north-end-ave-unit-18d-new-york-ny-building-photo.jpg) ![Building Photo - 200 North End Ave](https://images1.apartments.com/i2/_FPI14J1CwnYDoU60jixuVCQ75lqdunZj_oajdm9Ons/117/200-north-end-ave-unit-18d-new-york-ny-building-photo.jpg) ,
[42 Avenue B Unit 5](https://www.apartments.com/42-avenue-b-new-york-ny-unit-5/fb3d9ms/),844-257-9181,"[42 Avenue B, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/42+Avenue+B,+New+York,+NY+10009/data=!4m2!4m1!3e2)",500 Sq Ft,"$2,782",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen Facilities",,* Washer/Dryer,* Hardwood Floors,12 Months,,,,,![Primary Photo - 42 Avenue B](https://images1.apartments.com/i2/b3JxP1Ein3pVVzjVckIkxEydF-7Ho0qUMk6wd4clsAA/111/42-avenue-b-unit-5-new-york-ny-primary-photo.jpg) ![Building Photo - 42 Avenue B](https://images1.apartments.com/i2/n-GXwLdMXmcBZYXoXwI80Vmaq8fCzWbf38AD66AGn30/117/42-avenue-b-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 42 Avenue B](https://images1.apartments.com/i2/7fecV1va0ZMj9sJs0AIK63jL4B_H5Y0SSQv12cACrno/117/42-avenue-b-unit-5-new-york-ny-building-photo.jpg) ,
[14 Battery Pl Unit 2421a](https://www.apartments.com/14-battery-pl-new-york-ny-unit-2421a/bkktgrb/),917-994-0083,"[14 Battery Pl, New York, NY 10004](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/14+Battery+Pl,+New+York,+NY+10004/data=!4m2!4m1!3e2)",500 Sq Ft,"$2,500",,,Dogs and Cats Allowed,,,Garage,* Fitness Center,"* Granite Countertops
* Kitchen Facilities",,"* Wi-Fi
* Washer/Dryer
* Smoke Free
* Wheelchair Accessible (Rooms)",,12 Months,* Laundry Facilities,,* Elevator,,![Primary Photo - 14 Battery Pl](https://images1.apartments.com/i2/4dXoetMig0nfYHgczPyTuOB0OYO5E5K4kvQ5gxgxjf4/111/14-battery-pl-unit-2421a-new-york-ny-primary-photo.jpg) ![Building Photo - 14 Battery Pl](https://images1.apartments.com/i2/G46azNLnghZsYEc-fsbe2ED8fOoRntLTfv768X_VDrc/117/14-battery-pl-unit-2421a-new-york-ny-building-photo.jpg) ![Building Photo - 14 Battery Pl](https://images1.apartments.com/i2/QE7LMdF7y92zUwoYrdERVY-8UkIwMywLzk2xRR_HPYQ/117/14-battery-pl-unit-2421a-new-york-ny-building-photo.jpg) ,
[225 Front St Unit 4nn](https://www.apartments.com/225-front-st-new-york-ny-unit-4nn/zeydg7z/),516-855-3621,"[225 Front St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/225+Front+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)",,"$6,100",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,"* Washer/Dryer
* Wheelchair Accessible (Rooms)",* Walk-In Closets,12 Months,,,* Elevator,* Gated Entry,![Primary Photo - 225 Front St](https://images1.apartments.com/i2/ZIXPKx_YW1w3UCtNVgCzmrN9FDc6AmFFalaU_RWddd0/111/225-front-st-unit-4nn-new-york-ny-primary-photo.jpg) ![Building Photo - 225 Front St](https://images1.apartments.com/i2/RA7DxC3Su0wI1I3MCM-XLcfYZPfxmWqAW63VcdaptfM/117/225-front-st-unit-4nn-new-york-ny-building-photo.jpg) ![Building Photo - 225 Front St](https://images1.apartments.com/i2/z6p07LBBOK5s2QaP-NOzN3TU-8jAKG6LVjF8jtyzD8g/117/225-front-st-unit-4nn-new-york-ny-building-photo.jpg) ,
[148 W 68th St Unit 5H](https://www.apartments.com/148-w-68th-st-new-york-ny-unit-5h/0cljvk0/),516-399-0874,"[148 W 68th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/148+W+68th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)",650 Sq Ft,"$2,695",,,,,,,,,,,,,,,,,![Primary Photo - 148 W 68th St](https://images1.apartments.com/i2/Lw9IPJiRC2Jy3YSeUUyLrcBX6cPyKgxa2IgBPQ8d-Lc/111/148-w-68th-st-unit-5h-new-york-ny-primary-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/wk7fNeGZskNMiE4POrWTMqMEVrnPUe-Q_FTfe8IEnCs/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/Sx_u7KcEkOzTQIe6YtiJB9oT-k2LA-RAZztCOtEaBZo/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/Z5LtKgbn-Qt0nbgncdtE22OBrBx7lwjH5MnVbs-tzno/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/mZstgSL-okWBZEsacpOc-0G36fkR4nQhUSEO_yR7WPs/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/BQbQxTs7bxyuvT-jDWvrDoV3fxUxB7JrPmc1vAx4zYU/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/a34hKgYmbkYyeKKEV9sLnHuCN1sexjHhSak31FZKMm0/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/m2ucMgfkcaG_aWUsDcucvQuS-j0OKXZbeeIclgL4oRA/117/148-w-68th-st-unit-5h-new-york-ny-building-photo.jpg) ,
[162 E 55th St Unit 2A](https://www.apartments.com/162-e-55th-st-new-york-ny-unit-2a/bg67l58/),516-399-0934,"[162 E 55th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/162+E+55th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",,"$2,195",,,Dogs and Cats Allowed,,,,,* Stainless Steel Appliances,,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 162 E 55th St](https://images1.apartments.com/i2/VVa7XsbIVu1I8wi9x53nYi-VZNTP1FPUDJmuDL8WRAM/111/162-e-55th-st-unit-2a-new-york-ny-primary-photo.jpg) ![Building Photo - 162 E 55th St](https://images1.apartments.com/i2/DwF6g3FAgLyzc9MtdB6GhpaNCzsWLnyzmVCSQa2Z97g/117/162-e-55th-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 162 E 55th St](https://images1.apartments.com/i2/IcdDC_RmY4-rIjmRdoU27g4tQzcrMARLWECPRaZcYH0/117/162-e-55th-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 162 E 55th St](https://images1.apartments.com/i2/s1TovMCtTi5vr4__5loHBwAPcn5UyXCIqJtEtduVDR4/117/162-e-55th-st-unit-2a-new-york-ny-building-photo.jpg) ,
[265 W 81st St Unit 4C](https://www.apartments.com/265-w-81st-st-new-york-ny-unit-4c/c0swwcd/),516-399-4012,"[265 W 81st St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/265+W+81st+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)",650 Sq Ft,"$3,150",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Eat-in Kitchen
* Kitchen Facilities",,,,12 Months,* Laundry Facilities,,,,![Primary Photo - 265 W 81st St](https://images1.apartments.com/i2/FcpioEPyWP1ZP37MiA4YnLz72vdFBk-BorZv0aC9Pvs/111/265-w-81st-st-unit-4c-new-york-ny-primary-photo.jpg) ![Living Room - 265 W 81st St](https://images1.apartments.com/i2/UjzmVxU8uvtDeQJ75rWjaqQZtvdw9VER7p5mbau4VPQ/117/265-w-81st-st-unit-4c-new-york-ny-living-room.jpg) ![Living Room - 265 W 81st St](https://images1.apartments.com/i2/7jV-vua0x5QBuIkF636qa202c_62AbTOFqOdJ5ImqDo/117/265-w-81st-st-unit-4c-new-york-ny-living-room.jpg) ![Building Photo - 265 W 81st St](https://images1.apartments.com/i2/Y0aS1IQX6wLp379rcCEz6KWO_ZBN42w7hbUMP-LmqPE/117/265-w-81st-st-unit-4c-new-york-ny-building-photo.jpg) ![Bedroom - 265 W 81st St](https://images1.apartments.com/i2/NnYnyzc401FpH-cARo4rNlJNgQSc4QvCZi3SZqDqajY/117/265-w-81st-st-unit-4c-new-york-ny-bedroom.jpg) ![Bedroom - 265 W 81st St](https://images1.apartments.com/i2/W4B_KhRcVy7MbkYVzb7pLEgysC8KPw-0gOQa_-1ZXS0/117/265-w-81st-st-unit-4c-new-york-ny-bedroom.jpg) ![Building Photo - 265 W 81st St](https://images1.apartments.com/i2/kZgijkXo53nOucKIn2xCsPs2HscQMKC2kXv_-DI48AM/117/265-w-81st-st-unit-4c-new-york-ny-building-photo.jpg) ,
[333 E 49th St Unit 4K](https://www.apartments.com/333-e-49th-st-new-york-ny-unit-4k/zbqd5hy/),516-231-6043,"[333 E 49th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/333+E+49th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",795 Sq Ft,"$3,800",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances",,,,12 Months,* Laundry Facilities,,* Elevator,,![Living Room - 333 E 49th St](https://images1.apartments.com/i2/_bvdBLRRJUKaV2_yUCXK_RzxO3NsmCHcY90EEqQrmG0/111/333-e-49th-st-unit-4k-new-york-ny-living-room.jpg) ![Living Room - 333 E 49th St](https://images1.apartments.com/i2/OHyPEeeV0Qd-XAd3XovLA5O4dgTGdsVAowpo7ch-SIA/117/333-e-49th-st-unit-4k-new-york-ny-living-room.jpg) ![Building Photo - 333 E 49th St](https://images1.apartments.com/i2/pczsS_JS1OsOCiCn7UHe1Ue3KjvaGVdfZsMCi_iu8VE/117/333-e-49th-st-unit-4k-new-york-ny-building-photo.jpg) ![Bedroom - 333 E 49th St](https://images1.apartments.com/i2/frvYMGmvT-CS-81OYFDd-BVIsX-lgJcVlva1N98URMQ/117/333-e-49th-st-unit-4k-new-york-ny-bedroom.jpg) ![Bedroom - 333 E 49th St](https://images1.apartments.com/i2/tXme8aExCSERzWzxOyFrDpvQPiEgB3-NRg5t63WDOJs/117/333-e-49th-st-unit-4k-new-york-ny-bedroom.jpg) ![Building Photo - 333 E 49th St](https://images1.apartments.com/i2/2Fr8gy-enXXugveUMuPElpNw2x5x30aekrwBZm0-Ebw/117/333-e-49th-st-unit-4k-new-york-ny-building-photo.jpg) ,
[219 E 85th St Unit 5FE](https://www.apartments.com/219-e-85th-st-new-york-ny-unit-5fe/we383vh/),,"[219 E 85th St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/219+E+85th+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)",600 Sq Ft,"$2,395",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,,,,,![Primary Photo - 219 E 85th St](https://images1.apartments.com/i2/-DU6a_g-YdPCO0jKTPJbJvCkPqUoj_orZt7acs8d7ls/111/219-e-85th-st-unit-5fe-new-york-ny-primary-photo.jpg) ![Building Photo - 219 E 85th St](https://images1.apartments.com/i2/kGM7Mi1uprGL9zzCqxBJ256vc6Pkdyn04a9ftgI50aA/117/219-e-85th-st-unit-5fe-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 85th St](https://images1.apartments.com/i2/ZYKKr3KiQpiF8GK0RthqZmJpGfF_8h58N--F9-9iDXE/117/219-e-85th-st-unit-5fe-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 85th St](https://images1.apartments.com/i2/a26GI9mr4oe5F1UAt4R5rVGdg1xWJX1dBkZ1kRutRBE/117/219-e-85th-st-unit-5fe-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 85th St](https://images1.apartments.com/i2/ucVX_7t27wfiDuXhzDxGYh95bcDRbtWDty1HC3LHyoY/117/219-e-85th-st-unit-5fe-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 85th St](https://images1.apartments.com/i2/ilIxxx5XsSPjD_uYf69Hi1rLzWJaL2-dp7FhpKMetds/117/219-e-85th-st-unit-5fe-new-york-ny-building-photo.jpg) ,
[333 E 49th St Unit 4G](https://www.apartments.com/333-e-49th-st-new-york-ny-unit-4g/jhy2q47/),516-399-1883,"[333 E 49th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/333+E+49th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)",,"$2,650",,,Dogs and Cats Allowed,,,,,* Dishwasher,,,,12 Months,* Laundry Facilities,,* Elevator,,![Primary Photo - 333 E 49th St](https://images1.apartments.com/i2/Z8b0zLrExxMeaJuzL9cBvURQXnZcVzjRfH9Vv8ZcYyk/111/333-e-49th-st-unit-4g-new-york-ny-primary-photo.jpg) ![Building Photo - 333 E 49th St](https://images1.apartments.com/i2/VhxVk7SN4bzkD8AaRKIJCI3tBK-_0YHEBtmJFGGbv4Q/117/333-e-49th-st-unit-4g-new-york-ny-building-photo.jpg) ![Building Photo - 333 E 49th St](https://images1.apartments.com/i2/7Wb3DB2p5hIIhpg3pKd1dP9sxKMDybyuB55kU_XgieA/117/333-e-49th-st-unit-4g-new-york-ny-building-photo.jpg) ![Building Photo - 333 E 49th St](https://images1.apartments.com/i2/kqDuMytOT-nrnWyNwgCt-rs9CbSbg0ABanwMsEuQ4jY/117/333-e-49th-st-unit-4g-new-york-ny-building-photo.jpg) ,
[148 W 68th St Unit 4B](https://www.apartments.com/148-w-68th-st-new-york-ny-unit-4b/rw2t651/),516-399-1714,"[148 W 68th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/148+W+68th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)",650 Sq Ft,"$2,650",,,,,,,,,,,,,,,,,![Living Room - 148 W 68th St](https://images1.apartments.com/i2/1Bbrm_y5TnEREDlEoQsvwnV7_pa7TdPmASOtZEg7Eks/111/148-w-68th-st-unit-4b-new-york-ny-living-room.jpg) ![Living Room - 148 W 68th St](https://images1.apartments.com/i2/Bg-LnkHtkVdb7P10qZElUg68h8C_w43EWF4EAOVOocQ/117/148-w-68th-st-unit-4b-new-york-ny-living-room.jpg) ![Bedroom - 148 W 68th St](https://images1.apartments.com/i2/CplRGOfYE86d_eD-pfD1Gi7H0JlH4jZfSdSLxTviDNs/117/148-w-68th-st-unit-4b-new-york-ny-bedroom.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/DqJapWdQ4vHvd1RW63apacDACc_O5eRV2vrmHcuKNV4/117/148-w-68th-st-unit-4b-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/Rx5ECsga75I_76l-Oa2_NaBygglOnaeTfgUQ1a61rUA/117/148-w-68th-st-unit-4b-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/Xpe3OD0tN2lNNdAvMpKxN1TdfGua54ph1RIzAgbtIs8/117/148-w-68th-st-unit-4b-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/BWSVU5ruvZwJ6xIWmP7EFRxjoha8KMOiudXF8FilTr0/117/148-w-68th-st-unit-4b-new-york-ny-building-photo.jpg) ![Building Photo - 148 W 68th St](https://images1.apartments.com/i2/LX7bySsV0APh3-x9Y9ybu-c4Asd0HjC_yMiWsnTAev8/117/148-w-68th-st-unit-4b-new-york-ny-building-photo.jpg) ,
[75 W 131st St Unit Apt.3](https://www.apartments.com/75-w-131st-st-new-york-ny-unit-apt3/xwx16tm/),347-380-8035,"[75 W 131st St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/75+W+131st+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)",800 Sq Ft,"$2,200",,,No Pets Allowed,,,Street,,,,* Smoke Free,* Hardwood Floors,12 Months,,,,,![Primary Photo - 75 W 131st St](https://images1.apartments.com/i2/hkzpfNQ7nNj1jqSziUZ43D497sUt3U4MoSeTQesR2sY/111/75-w-131st-st-unit-apt3-new-york-ny-primary-photo.jpg) ![Building Photo - 75 W 131st St](https://images1.apartments.com/i2/ZTNKfnVbm64ZTdl3tfvykhQoyX8YzKCRrvHkehEhkQo/117/75-w-131st-st-unit-apt3-new-york-ny-building-photo.jpg) ![Building Photo - 75 W 131st St](https://images1.apartments.com/i2/DWl2cOxSI-_bhFSTb5yiQYnIaFQbWZlifPpttlqOEF0/117/75-w-131st-st-unit-apt3-new-york-ny-building-photo.jpg) ![Building Photo - 75 W 131st St](https://images1.apartments.com/i2/vAvkRzYHgAVu2csQfRzDXl9mOhqSO3MNPWL13rzBPpg/117/75-w-131st-st-unit-apt3-new-york-ny-building-photo.jpg) ![Building Photo - 75 W 131st St](https://images1.apartments.com/i2/Oh7HvGceKAuALnA9UEMGjqZaKcnfHw2ebOBhYwyU88Y/117/75-w-131st-st-unit-apt3-new-york-ny-building-photo.jpg) ,
[403 E 61st St Unit 1 B](https://www.apartments.com/403-e-61st-st-new-york-ny-unit-1-b/909gjz6/),929-480-3625,"[403 E 61st St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/403+E+61st+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)",,"$2,700",,,,,,,* Media Center/Movie Theatre,,,* Smoke Free,"* Hardwood Floors
* Furnished",3 Month,,* Furnished,,,![Primary Photo - 403 E 61st St](https://images1.apartments.com/i2/A007oJSBSm3Ar2uNG9dZIom1aRDsiYOpBCdvx8RrA9g/111/403-e-61st-st-unit-1-b-new-york-ny-primary-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/LKNybNAY9DEgIhSrWDXGxSb2H3ECbz6P9v7ECEi8kNE/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/lyct6csOnZN4Z1mXoyvioJu7LTMcu7ATcg7ZSdI-yPE/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/sCe22ZhUqkKEWeC0-cPu9_C2n6mWMjJKB7cvSEOZyao/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/OdsQHecR4ONoxNm-UKLf_Nwj9tNYeh_VmPWlYJuWBa0/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/f3rgaRXni6KG8qqg02FoSLQYTFs5qX-5Qp5884am4Lw/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/MvH47QXYiE5M1iixukpl5g5ir-Z2p86KTnKuT5oLFyI/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/oX1tflDFwW3eLVte7O6VCQkBFliBsg15Iqg_ZKwg_Fs/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/JxVQwH1ffs5K1aNxax1HTcARkTKjlwbKRQR9tvgK5Fk/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ![Building Photo - 403 E 61st St](https://images1.apartments.com/i2/_TK04bOG0wY3X3Hfo1-7947HzKaR3xzI_xyNggKTcqs/117/403-e-61st-st-unit-1-b-new-york-ny-building-photo.jpg) ,
[30 W 18th St Unit 9 F](https://www.apartments.com/30-w-18th-st-new-york-ny-unit-9-f/dj561vl/),332-225-9023,"[30 W 18th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/30+W+18th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)",1 Sq Ft,"$5,100",,,,,,,,"* Dishwasher
* Stainless Steel Appliances
* Microwave",,,* Office,12 Months,,,,,![Primary Photo - 30 W 18th St](https://images1.apartments.com/i2/nqx4uplaLD-NY_A0m11zLXC9BQuQzi45U-m1pa_x6oQ/111/30-w-18th-st-unit-9-f-new-york-ny-primary-photo.jpg) ![Building Photo - 30 W 18th St](https://images1.apartments.com/i2/jPMxMkHvFKFTHfkS-jcCP9DRAnweMs4WZIfag4_RPds/117/30-w-18th-st-unit-9-f-new-york-ny-building-photo.jpg) ![Building Photo - 30 W 18th St](https://images1.apartments.com/i2/pnBiDwzDIBNfF0RLTipJNQbc12vI4OnDzTQTWt7gn2Y/117/30-w-18th-st-unit-9-f-new-york-ny-building-photo.jpg) ![Building Photo - 30 W 18th St](https://images1.apartments.com/i2/C41aM-axunyWwCAOxNSdgR0hMi530U0yID0R9-mi8E4/117/30-w-18th-st-unit-9-f-new-york-ny-building-photo.jpg) ,
