Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
5 Beekman St Unit 43A,929-515-8489,"5 Beekman St, New York, NY 10038",,"$13,500",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/uaS-GgP4tcQf7vi5HOBJL9boXAhTpHRGSsdynl6CQYQ/111/5-beekman-st-unit-43a-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/lAkjZ7jMrmR0PUzO_uXtLuPPMj3hGhdQ7phEho0RrAQ/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/O8wd7u982ccfDAZmD5mNnuESnFNgGYrwbgUn0qexhNg/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/oeVwGl3uC5eEkr7mfNtes8lgOvbnkDch4d-OxyrA6qc/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/qbeEjE2h5izZt6o-zF-yuwPddpXLhjzndAPkWIeKqnA/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/OEogSJ5H53uUnUZshyJKzNANe4lyAQ_GT_RxPRaPK-s/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/uOQ8z3ms2LHWVjZCxdpR4YXwTyaS1Xx_hW_U6u02RZ0/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6_cnVsmBsfnWiq2wVefexZvDNIFUkqbgRMmmMpl6daw/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/m-g3m7Ef9v0POzpav1Yf_X7r8mvf4G2zg8xCuUL59KM/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kgfvMFOW98_uwfE5CiF2_C8E4EuUXHFSpex7qe4zYb4/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/QE_moHNfy_EENDU-dMvNkZjzjttue56nEjKcOwTlJrc/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kPDxcIpMroSb1U0dJbvGu31_gPUt3RxHlT1fvE458yI/117/5-beekman-st-unit-43a-new-york-ny-building-photo.jpg']",
224 Varick St Unit 3L,516-243-7973,"224 Varick St, New York, NY 10014",750 Sq Ft,"$5,300",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/DiNo4rBU42eKwjoZSGDUhmXgmKcxQHa8c3vm_bmB-70/111/224-varick-st-unit-3l-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/VfbAT6ATIFlBd89qIqSyFMI4_7bMHVWaNdgIhUfwwvY/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/z1yaJuW7o5HiXdDoo0vRivASH4ZTpneuVBkjORXsbJk/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/9rN0ka2hcThXoHgcALrer6dJCiuKCnrFBRO2XDf67L8/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7XwfAHfKh93S0EcJBpsrSwCth25tuLGYKDdtZrAWrPE/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/C5LgdQNdiNJUzUOPa3TkEDrBoKOr6xD_LXGs2txC7TM/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/T_Q2KqoUNOvtB2fdR23WMQMP2pQJjm-5DGtwsdE9JPA/117/224-varick-st-unit-3l-new-york-ny-building-photo.jpg']",
25 N Moore St Unit PH,929-515-8650,"25 N Moore St, New York, NY 10013",,"$11,995",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/IpdFd_BopPv-ZdVy-rKnLxRmQzjzmsMoR4ocb3iQTBo/111/25-n-moore-st-unit-ph-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/lWGWG0x4wkKjAOk9neDgg3sAmZcWMnTQY9kJjcC4vcw/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/5Cr0FddFLz6w6M72nFqbuvjYttX72G52vstVOF9AGzA/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7S1XAzjMu1q9F3m8ZG79XEEiNrzYlijdVKeeD-kN4bs/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Vpi-M0e_RcqK30YfQf1GBKgXH3yTzKvPozyan1G7w5s/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VAo6QPCGYDJHOQATWb-PrBi7HgRBAmfhaEl3a-X5Zzw/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/KSmpbmciem6OfLIqHu5af-LkXsYyBjnwvNVDiupwtlU/117/25-n-moore-st-unit-ph-new-york-ny-building-photo.jpg']",
421 Hudson St Unit 2C,929-324-8499,"421 Hudson St, New York, NY 10014",800 Sq Ft,"$5,200",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/FccV83P73wfNJneQ6PZbxiE2F1ipmlYh8rwpRbe0h1U/111/421-hudson-st-unit-2c-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/dN-Gimv-eJ4ne4Q62DsbwZFl6DIJvIIkFrp5VMvj5R8/117/421-hudson-st-unit-2c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/81rLpusQtq5HRZBz1Ftax7rGP3397N3w087J8sY3AQk/117/421-hudson-st-unit-2c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/BmbzP0UyaC5JlQ_nUri9jSe0ijwbmEWOOZxf4hiyxk8/117/421-hudson-st-unit-2c-new-york-ny-building-photo.jpg']",
341 W 11th St Unit 2P,929-382-7187,"341 W 11th St, New York, NY 10014",950 Sq Ft,"$5,995",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/5gSTxM3Q-sP3k02T4xmYDEcHqjUA1kwlUhI3oU9grus/111/341-w-11th-st-unit-2p-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/PzKtn-YKBRzhQIkUnwYIyVA-dSuL5owYDesDMFiJ1iE/117/341-w-11th-st-unit-2p-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PJyx9EcVyJXXtVLXqldoakDTwhoizmvOugKU1R6S5iQ/117/341-w-11th-st-unit-2p-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ak8_DV9Mfn9JJfkTk1gHSWP52ug80g1KLN3XeURKxKA/117/341-w-11th-st-unit-2p-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/N_ec6B6dWyPrbHnNQmlgLDbPTSoGNw-qnuVGaQyPyZA/117/341-w-11th-st-unit-2p-new-york-ny-building-photo.jpg']",
561 Broadway Unit 5B,929-515-8435,"561 Broadway, New York, NY 10012",,"$8,295",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/kkPQqeXCALJ5G02VM2ZzJs5HHzdOXXrZtm6UAxReLq0/111/561-broadway-unit-5b-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/XQ7kFDLDyigYXv1gTHieh1Zj6L7d87YUIRhWxE-s2LE/117/561-broadway-unit-5b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/uDGkzEazcTz5a4Cik0R9WBO493qGCfgjVId4jf9y-Rg/117/561-broadway-unit-5b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/sPN0tusg1TXeiMqgCNgNiH7YwVyD_HdNJadzzL4Kdjc/117/561-broadway-unit-5b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/hqWZA4oIDVJQT_EtoVyVClQAg9aBL4lid8oMZMBOMpg/117/561-broadway-unit-5b-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8G2O76LwhZxeV0JfQcEx5SuolAiRwZOkDEDlDBc8DJw/117/561-broadway-unit-5b-new-york-ny-building-photo.jpg']",
541 Hudson St,929-515-8506,"541 Hudson St, New York, NY 10014","3,000 Sq Ft","$13,450",,,Dogs and Cats Allowed,,,,,* Kitchen,,"* Washer/Dryer
* Fireplace","* Dining Room
* Basement",12 Months,,,,,"['https://images1.apartments.com/i2/dJQDKSot-UoHOwWB6z6tN5pxDShnjEMk53v5SZNSL_I/111/541-hudson-st-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/gMVDjKk0bLOCPtSxlnORr9c7RIxZTd0uDfxiM5OF8-M/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/TuPVlwlxkf-vb4zMoeuFF7vFRR-QuUEuOWkthg8sKsI/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/3MDgkcVLWbxrbXN1iiCjF70TysmSNXDrX8a7F-B1dK8/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/4PPgNdu3P0KyELaBpyl9jAGeahm_1L0jqF5GMPpEMFw/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/w5QwtCaquMGTYSzk2xxUDRi_T0G4WeUpFJZCzKC8t9o/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Mb1PAM2sOwU3dsdTwejA6NBY4I6p381ZOfcWosr3PAQ/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/EiUSmYWC8MIm7jiujOjRV6qbFp1kMSDad7DH1_Ytaf4/117/541-hudson-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/06TekPKBurcjXsMWQXrXauyqDfg1Sco-fltIoy2Sj5Y/117/541-hudson-st-new-york-ny-building-photo.jpg']",
26 Wooster St,929-515-8496,"26 Wooster St, New York, NY 10013",,"$25,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Pantry
* Kitchen
* Oven
* Refrigerator
* Warming Drawer",,* Washer/Dryer,* Dining Room,12 Months,,,"* Elevator
* Storage Space",,"['https://images1.apartments.com/i2/S9vvA1a-TgRgF_c2uZqjPOADQxCgga9H0YqTcbxdVTM/111/26-wooster-st-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/ep1-UiWMnTqIi9IupocHwGseTW3SNJ19OyvnL7MZDlc/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/gmf3RB5HuuYClkl1ID0O2dgODULW7PNHFJebRsSgGyU/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/vFNQsK-77dBqi--B1P3Zc1imbjzoTmB8NRdhOR7x35I/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/cmo1vmjCpqs4Z_0dpQgKLZC02-tx4_LPPY92UC8wl9Y/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/svBxVgbU7uP_24xo7V8yV0H6Qt8osBkc9IXoYbHIWjI/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/xh23hsafvmDIDiJT-j2GoPWbaVYkq-XRVcjReKLna-o/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VibBZhleulddxNlOkzB5MR3V80NyjLvW0XdVTez4xNk/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/I5mA4Gw9L12lbB_5kykLceWGlYVMGH5uAzNgGs-GOV8/117/26-wooster-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/e7Az_t9kF97KWphPovke2T4dYWt34TJ18tiWHAsjPC8/117/26-wooster-st-new-york-ny-building-photo.jpg']",
110 E 78th St,,"110 E 78th St, New York, NY 10075",,"$21,000",,,Dogs and Cats Allowed,,,Covered,,* Kitchen,,"* Washer/Dryer
* Fireplace",* Dining Room,12 Months,,,* Elevator,,"['https://images1.apartments.com/i2/XLILf3DKExuE-82skLX-QbzAU4L6k4ZSvCn4xo3BrUg/111/110-e-78th-st-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/0O92gNSEvvAACrc2RKJL_G1EH9YPGpO42AzlgVUZ8t0/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/93hfwskRFoK0kNnzUFt8MieuRjnxU95gORnCkzeAlks/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VMjBwZa37stn4al0m5T_ZM9nbT4eLEXdc9-uVsBMIyE/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/MJL-7gkaIR8qyxw0msUJNmgaKMdNdU6HaajqRanniWw/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/WmIu38TukCm6OZttxK3JY1XhXFa9BrL6BF-kzpzjjU4/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iCW6ZyBHWCkDDK35A4TV_ODClLtMBCer3670iXVch_g/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/LFuvvvCaK8RMssTLYp9idA9X9aUCDbyl6DTbXhSdHHM/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/rizo1L_9_TUV_2siA1Qj2LNwM8doXI4iWnVw9yGXPbk/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/IxlpKd8lTOATYthuvlCW9g3Cu0-KFxW1YmHPcaoXyG0/117/110-e-78th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PhCksKZ76B1edI-nX-X911h1RgvlNX_PgPMGOtxXy14/117/110-e-78th-st-new-york-ny-building-photo.jpg']",
20 W 53rd St Unit 30N,929-515-8438,"20 W 53rd St, New York, NY 10019",,"$15,000",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/UUaANNnb0EjfFBtmNxq7Y_dXapHpfmJ9CL3_pPgxgjI/111/20-w-53rd-st-unit-30n-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/-S-42UR-fg4XzV2jT4MSR-YGfqv9L_ERfmj06AjHAdI/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/sXN-nE9IU1J8oSa3gYIrG7AfGO0q7kk57F6l2de7MS8/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/SocubUhR6tPhU71Kg5NneFpFXPf3uAx4m7lmr8gTy7o/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mLoSP4ZVFFB-nWaDGGadt9yAb1vNihxVLaoGBme-7Go/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/CQhYFB7lU3Tk-Qk55yebrO9LlGLvzbTjEivS2LTMPww/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/rzhiVHvQzMN0W6iCWs4C5r9EvE9Hnn6-EM-cZjUAg78/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/AXQW8D59yMhSgb_jlmlDw-nTKTWqTG71W44Da2Xwx5Q/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/RFmims5CpNGBwojj1Ch8JTi-0BlQY-XU5PytIQnx4ZQ/117/20-w-53rd-st-unit-30n-new-york-ny-building-photo.jpg']",
601 W 114th St,929-515-8483,"601 W 114th St, New York, NY 10025",,"$10,500",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen",,"* Wi-Fi
* Washer/Dryer
* Surround Sound
* Intercom",* Basement,12 Months,,,,* Balcony,"['https://images1.apartments.com/i2/hCnS8k07q4KlK-2vNAkyQbYRsQdK5GTVpQXO1bOVcD0/111/601-w-114th-st-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/dB_ou4Wo35EuHMYMc3SPf8pNqQzwV2xD0z5K-Qm5tWM/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/NuAzhdc3IGCthjycCjQCefK9Xv9WpJ1hexENutse4V0/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/o_6L_d18nKWqcXecZNNd8ilASckU253lzexF1hMHISc/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/jZfPdQ_uSs6asenBUq4CWxf6VzcrNP2R6d8wv-2vZLA/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/2xpZNm12QEVzi4_xfPV2sQDCpTkxBs_oqmQSwm005JI/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/LoTa1N9hRQ3Y7B0r5sSTlc6s2Z15t24LXw00GOc0Um0/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/S8PixnPU0TjLZtrG74OPnl1TC5z85WssK1AdS3BawVY/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/AC-kVCDGrObjFWfacFBhlH61OfsnWY_jPZQnZVpYq38/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/axz8BPdw0YpKcxphqJOciwzpKLXfks6e4ZxCon6GFB8/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/v9gDK0_1u_41hntE-aB69ZcYp2uJFEql8wzStxe4G38/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/CCwbwDOModIy8mpEWc5SiQW7244GnY7V7V8lKkRmjrI/117/601-w-114th-st-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/LWpITr8HR2dggQxUxgi3PSFm0xXeX5QseuhKAp7UZmQ/117/601-w-114th-st-new-york-ny-building-photo.jpg']",
158 Mercer St Unit 7M,929-515-8540,"158 Mercer St, New York, NY 10012",,"$30,000",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/Z7-hH6eip0fy3Kfxp60gcAX_W0c_pj7w5Jnuj5wQ5vU/111/158-mercer-st-unit-7m-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/pvlb_BJ7U2xEFyClZCzIgKytJG8Y8-vMbjNM6pFeVB0/117/158-mercer-st-unit-7m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/u8CIZLMRgygLNNovF-qJqr77-759hJeJG4bGpk2sx5M/117/158-mercer-st-unit-7m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/cndNBE4y1-V8_fvosNx6dYvIHV3rZ-70HLcahtuaWH4/117/158-mercer-st-unit-7m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/4lWICH-WarDgR7s4IpbVYwR0IaKHxZi4Vdu20_3KMLQ/117/158-mercer-st-unit-7m-new-york-ny-building-photo.jpg']",
15 W 53rd St Unit PH,929-515-8543,"15 W 53rd St, New York, NY 10019",,"$9,500",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/tjAwXtnoIGDRG3tCWn3J0g6pWthHWge4NVH3UbmSTGQ/111/15-w-53rd-st-unit-ph-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/UxLk807_em47y8vVdOsPVVWKjnq9RZl7AzdAWDZFmSY/117/15-w-53rd-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/RSa2X_UOiH8AYvYK0t_dK6NBziPFuuC1DvM_kotq47w/117/15-w-53rd-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/UDihX0qqKDXP0EfnOWpgnHIlO-xPGs9scKUWznNSnCc/117/15-w-53rd-st-unit-ph-new-york-ny-building-photo.jpg']",
25 Central Park West Unit 12,929-515-8544,"25 Central Park West, New York, NY 10023","1,400 Sq Ft","$8,500",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/MNgd0AXAtUA3qf-tuf-nkTuDOhn_B7rxnVeWh0k0W4U/111/25-central-park-west-unit-12-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/2p78DR-uf4qHH6pUAC7dJzy5CvVNL6BwRISdh-8pja4/117/25-central-park-west-unit-12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/vDob2sxxs2ao6H2yNQqHZS_YFEpuj9hbg9H6sx3EBV4/117/25-central-park-west-unit-12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/XwVJERmxeM3F8MswIx7sMiBiei9zW-ZDUXDM-TuNUcI/117/25-central-park-west-unit-12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mO5m3g_R_lZK6x8Vt58iIg5FnAvc1hS4JU6-gMoHUoo/117/25-central-park-west-unit-12-new-york-ny-building-photo.jpg']",
1110 Park Ave Unit G,929-515-8642,"1110 Park Ave, New York, NY 10128",,"$18,000",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/zfjCKVVthvvtRvcTpZcDQgw2hfuUDGRR60Q7pVxdA2U/111/1110-park-ave-unit-g-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/BDJvQsnckcYmicyDD_PxKwRiIWt2If3opIMEmrQ1X5g/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/aASakIUqtlKKsUG_1Zj2riaxNC6cV4AOE7EDY8nlW2o/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PHx8ZdOiFF3dM8to77UHseUISGqqGEejHYw-c2p-0w4/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/k38QVyakbjNJQcJEPTUC7DfPQdjTwaz_nK5OSdKfpk8/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/KVVvibDuNfbhg1bhkNgq9cjo4mtGga6USSBvPXKJzmU/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8Gn4Bs1qf5CFl0NVgcq-TV9BA2IshmCKmhytrZ4kMsI/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/vY7k2e6D_ePKrVOzQX2flL1H5AjVNR6LrZGSYtfmslM/117/1110-park-ave-unit-g-new-york-ny-building-photo.jpg']",
66 Leonard St Unit PH,929-515-8503,"66 Leonard St, New York, NY 10013","1,500 Sq Ft","$7,450",,,Dogs and Cats Allowed,,,,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/f_KzyZTz0A_vjp3SVdLcvqtKUa32FLDWwExeBpgNK6I/111/66-leonard-st-unit-ph-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/BJ65BiBVLCZNCcOnGlh--e6awjj18FOt3mGUoo8lv-U/117/66-leonard-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/c8_zO4H5GEa3qiEPSj0BFQR9GDUiv8nLinHyr6_GwX8/117/66-leonard-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/L_hgfanZLXx0BTz2oUM8cr01vSOxE0n7cJI3QkdlF2U/117/66-leonard-st-unit-ph-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/U05d05LdWxjtSSGTZr4ejMNwQ9L1AroGBrDIApYCuxg/117/66-leonard-st-unit-ph-new-york-ny-building-photo.jpg']",
158 Mercer St Unit A,929-515-8697,"158 Mercer St, New York, NY 10012",,"$20,000",,,Dogs and Cats Allowed,,,Garage,,,,* Washer/Dryer,,12 Months,,,,,"['https://images1.apartments.com/i2/Ns4AagxFcNvlZ_n0ISa7HlHykk9cwARJXsNbGQ4DADE/111/158-mercer-st-unit-a-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/tv50RbaUuZXeu93HFE8gfA6cqS6fAkCcvem0EKCB12U/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7zzFr5b-pTCSrt1JZXq5v5Y7tyXHJYBICNnl_MXHBqA/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/jMsGNj2MGeToXdMO14vObzs-KcxgO1lpNyqvp7-SQ9c/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/X2ke0DaxIb98mpW6n06w5EX0gKwBxeLTtU6n_7h-nkM/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ncn5rhw8w0QTc7IS8IJivG-BeNVqLEaV2hDbadK1rNo/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/h6sVxVXVZLFFrDrr4PSuOYvua-aTJa0SGwlPaBrCXCE/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Ijzzr3R3IBxS0oKkr_Purj38DDbP5bC7HcL1G-4OEaE/117/158-mercer-st-unit-a-new-york-ny-building-photo.jpg']",
