Option Name,Address
[110 E 84th St Unit 1A](https://www.apartments.com/110-e-84th-st-new-york-city-ny-unit-1a/8chp3c0/),"[110 E 84th St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/110+E+84th+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[21 Fort Charles Pl Unit 2](https://www.apartments.com/21-fort-charles-pl-new-york-ny-unit-2/8bbhdj3/),"[21 Fort Charles Pl, New York, NY 10463](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/21+Fort+Charles+Pl,+New+York,+NY+10463/data=!4m2!4m1!3e2)"
[348 St Nicholas Ave Unit #5F](https://www.apartments.com/348-st-nicholas-ave-new-york-ny-unit-5f/k0s6p29/),"[348 St Nicholas Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/348+St+Nicholas+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[230 E 124th St Unit #4C](https://www.apartments.com/230-e-124th-st-new-york-ny-unit-4c/f589c3t/),"[230 E 124th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/230+E+124th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[510 E 14th St Unit #201](https://www.apartments.com/510-e-14th-st-new-york-ny-unit-201/q4q0y1x/),"[510 E 14th St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/510+E+14th+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[416 W 52nd St Unit #221](https://www.apartments.com/416-w-52nd-st-new-york-ny-unit-221/b42hge9/),"[416 W 52nd St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/416+W+52nd+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[215 W 145th St Unit 19](https://www.apartments.com/215-w-145th-st-new-york-ny-unit-19/39xfcfd/),"[215 W 145th St, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/215+W+145th+St,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[376 W 127th St Unit 2A](https://www.apartments.com/376-w-127th-st-new-york-ny-unit-2a/qm61h3x/),"[376 W 127th St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/376+W+127th+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[170 E 112th St Unit 4C](https://www.apartments.com/170-e-112th-st-new-york-ny-unit-4c/e6qlslm/),"[170 E 112th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/170+E+112th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[164 E 112th St Unit 2C](https://www.apartments.com/164-e-112th-st-new-york-ny-unit-2c/nw9yfwq/),"[164 E 112th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/164+E+112th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[13 Cliff St Unit 02](https://www.apartments.com/13-cliff-st-new-york-ny-unit-02/h3ep3l3/),"[13 Cliff St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/13+Cliff+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[202 Water St](https://www.apartments.com/202-water-st-new-york-ny/qgydgxy/),"[202 Water St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/202+Water+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[350 W 36th St Unit 16a](https://www.apartments.com/350-w-36th-st-new-york-ny-unit-16a/2m7vew8/),"[350 W 36th St, New York, NY 10018](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/350+W+36th+St,+New+York,+NY+10018/data=!4m2!4m1!3e2)"
[174 W 137th St Unit 15](https://www.apartments.com/174-w-137th-st-new-york-city-ny-unit-15/7gyqggx/),"[174 W 137th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/174+W+137th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[507 W 139th St Unit 3A](https://www.apartments.com/507-w-139th-st-new-york-city-ny-unit-3a/hmpcd50/),"[507 W 139th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/507+W+139th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[507 W 139th St Unit 4D](https://www.apartments.com/507-w-139th-st-new-york-city-ny-unit-4d/brn5mfb/),"[507 W 139th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/507+W+139th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[514 W 213th St Unit 4](https://www.apartments.com/514-w-213th-st-new-york-ny-unit-4/eysfehq/),"[514 W 213th St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/514+W+213th+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[240 Madison Ave Unit 4c](https://www.apartments.com/240-madison-ave-new-york-ny-unit-4c/xgne5vn/),"[240 Madison Ave, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/240+Madison+Ave,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[337 W 138th St Unit 3D](https://www.apartments.com/337-w-138th-st-new-york-city-ny-unit-3d/yp207gt/),"[337 W 138th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/337+W+138th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[416 E 120th St Unit 2c](https://www.apartments.com/416-e-120th-st-new-york-ny-unit-2c/6zkmm7s/),"[416 E 120th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/416+E+120th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[50 E 129th St Unit 4-A](https://www.apartments.com/50-e-129th-st-new-york-ny-unit-4-a/t1b9ejc/),"[50 E 129th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/50+E+129th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[1729 Lexington Ave Unit 1](https://www.apartments.com/1729-lexington-ave-new-york-ny-unit-1/bq27xwb/),"[1729 Lexington Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1729+Lexington+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[365 W 116th St](https://www.apartments.com/365-w-116th-st-new-york-ny/w5nsxxj/),"[365 W 116th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/365+W+116th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[1727 Lexington Ave Unit 2](https://www.apartments.com/1727-lexington-ave-new-york-ny-unit-2/htnx8g1/),"[1727 Lexington Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1727+Lexington+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[1727 Lexington Ave Unit 1](https://www.apartments.com/1727-lexington-ave-new-york-ny-unit-1/0tj73n3/),"[1727 Lexington Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1727+Lexington+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[515 W 111th St Unit 6F](https://www.apartments.com/515-w-111th-st-new-york-ny-unit-6f/dhe8g0j/),"[515 W 111th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/515+W+111th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[500 W 167th St Unit 50](https://www.apartments.com/500-w-167th-st-new-york-ny-unit-50/91gqgz6/),"[500 W 167th St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/500+W+167th+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[7 E 32nd St Unit 5G](https://www.apartments.com/7-e-32nd-st-new-york-ny-unit-5g/ecgrfem/),"[7 E 32nd St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/7+E+32nd+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[200 North End Ave Unit 4R](https://www.apartments.com/200-north-end-ave-new-york-city-ny-unit-4r/g5cf8gz/),"[200 North End Ave, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+North+End+Ave,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
[450 North End Ave Unit 8F](https://www.apartments.com/450-north-end-ave-new-york-ny-unit-8f/7j0xvbz/),"[450 North End Ave, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/450+North+End+Ave,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
[200 North End Ave Unit 4C](https://www.apartments.com/200-north-end-ave-new-york-city-ny-unit-4c/6xw824t/),"[200 North End Ave, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+North+End+Ave,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
[16 W 73rd St Unit 52](https://www.apartments.com/16-w-73rd-st-new-york-ny-unit-52/nc1f76m/),"[16 W 73rd St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/16+W+73rd+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[238 Fort Washington Ave Unit 35](https://www.apartments.com/238-fort-washington-ave-new-york-ny-unit-35/mdkt9vl/),"[238 Fort Washington Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/238+Fort+Washington+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[11 W 12th St](https://www.apartments.com/11-w-12th-st-new-york-ny/f17r04r/),"[11 W 12th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/11+W+12th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[974 St Nicholas Ave Unit 3G](https://www.apartments.com/974-st-nicholas-ave-new-york-city-ny-unit-3g/8hrqv41/),"[974 St Nicholas Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/974+St+Nicholas+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[293 Central Park West Unit 6C](https://www.apartments.com/293-central-park-west-new-york-ny-unit-6c/gcq131z/),"[293 Central Park West, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/293+Central+Park+West,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[148 Mott St Unit 2](https://www.apartments.com/148-mott-st-new-york-ny-unit-2/smryhc7/),"[148 Mott St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/148+Mott+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[312 W 133rd St Unit 3B](https://www.apartments.com/312-w-133rd-st-new-york-ny-unit-3b/n9v1dkp/),"[312 W 133rd St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+W+133rd+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[80 Haven Ave Unit 4D](https://www.apartments.com/80-haven-ave-new-york-ny-unit-4d/3lxdh6f/),"[80 Haven Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/80+Haven+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[610 W 145th St Unit 2R](https://www.apartments.com/610-w-145th-st-new-york-ny-unit-2r/y40f6ys/),"[610 W 145th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/610+W+145th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[133 W 145th St Unit 2](https://www.apartments.com/133-w-145th-st-new-york-ny-unit-2/r78hn00/),"[133 W 145th St, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/133+W+145th+St,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[370 Central Park West Unit 202](https://www.apartments.com/370-central-park-west-new-york-ny-unit-202/2mf1ghb/),"[370 Central Park West, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/370+Central+Park+West,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[248 Wadsworth Ave Unit 3c](https://www.apartments.com/248-wadsworth-ave-new-york-ny-unit-3c/10z7gc7/),"[248 Wadsworth Ave, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/248+Wadsworth+Ave,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[173 W 81st St Unit 4d](https://www.apartments.com/173-w-81st-st-new-york-ny-unit-4d/43mz3ph/),"[173 W 81st St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/173+W+81st+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[300 W 42nd St Unit 5](https://www.apartments.com/300-w-42nd-st-new-york-ny-unit-5/t8js2t9/),"[300 W 42nd St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/300+W+42nd+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[250 E 50th St Unit 1A](https://www.apartments.com/250-e-50th-st-new-york-ny-unit-1a/jx2e855/),"[250 E 50th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/250+E+50th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[7 E 75th St Unit 4C](https://www.apartments.com/7-e-75th-st-new-york-ny-unit-4c/0nsp6k0/),"[7 E 75th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/7+E+75th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[204 E 70th St Unit 2A](https://www.apartments.com/204-e-70th-st-new-york-ny-unit-2a/1h9bxp5/),"[204 E 70th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/204+E+70th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[315 E 56th St Unit 3D](https://www.apartments.com/315-e-56th-st-new-york-ny-unit-3d/zvfy0ly/),"[315 E 56th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/315+E+56th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[24 E Broadway Unit 3](https://www.apartments.com/24-e-broadway-new-york-ny-unit-3/4fll56j/),"[24 E Broadway, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/24+E+Broadway,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[150 W 51st St Unit 1917](https://www.apartments.com/150-w-51st-st-new-york-ny-unit-1917/cxd5yng/),"[150 W 51st St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/150+W+51st+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[60 Henry St Unit 2](https://www.apartments.com/60-henry-st-new-york-ny-unit-2/5mngtnp/),"[60 Henry St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/60+Henry+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[20 W 63rd St Unit 8T](https://www.apartments.com/20-w-63rd-st-new-york-ny-unit-8t/rwee3b2/),"[20 W 63rd St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/20+W+63rd+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[128 Lafayette St Unit 2](https://www.apartments.com/128-lafayette-st-new-york-ny-unit-2/93gvy44/),"[128 Lafayette St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/128+Lafayette+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[295 Cherry St Unit 1A](https://www.apartments.com/295-cherry-st-new-york-ny-unit-1a/1h51tp7/),"[295 Cherry St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/295+Cherry+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[13 Division St Unit 1](https://www.apartments.com/13-division-st-new-york-ny-unit-1/c8cl89e/),"[13 Division St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/13+Division+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[13 Division St Unit 1](https://www.apartments.com/13-division-st-new-york-ny-unit-1/gzrq5bz/),"[13 Division St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/13+Division+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[618 W 136th St Unit A](https://www.apartments.com/618-w-136th-st-new-york-ny-unit-a/j25d1j6/),"[618 W 136th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/618+W+136th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[854 W 180th St Unit 6F](https://www.apartments.com/854-w-180th-st-new-york-ny-unit-6f/m21vqxl/),"[854 W 180th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/854+W+180th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[558 W 193rd St Unit E1](https://www.apartments.com/558-w-193rd-st-new-york-ny-unit-e1/rz9fsq2/),"[558 W 193rd St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/558+W+193rd+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[517 W 180th St Unit 11](https://www.apartments.com/517-w-180th-st-new-york-ny-unit-11/d6rttrj/),"[517 W 180th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/517+W+180th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[501 W 168th St Unit 10](https://www.apartments.com/501-w-168th-st-new-york-ny-unit-10/456l24k/),"[501 W 168th St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/501+W+168th+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[729 W 189th St Unit 1D](https://www.apartments.com/729-w-189th-st-new-york-ny-unit-1d/xmckhtm/),"[729 W 189th St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/729+W+189th+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[546 W 180th St Unit 44](https://www.apartments.com/546-w-180th-st-new-york-ny-unit-44/2b8zvr8/),"[546 W 180th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/546+W+180th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[570 W 182nd St Unit 4B](https://www.apartments.com/570-w-182nd-st-new-york-ny-unit-4b/t15f8r8/),"[570 W 182nd St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/570+W+182nd+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[45 Tiemann Pl Unit 2F](https://www.apartments.com/45-tiemann-pl-new-york-ny-unit-2f/e7cnjbn/),"[45 Tiemann Pl, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/45+Tiemann+Pl,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[649 W 184th St Unit 1C](https://www.apartments.com/649-w-184th-st-new-york-ny-unit-1c/44zs8lj/),"[649 W 184th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/649+W+184th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[277 W 150th St Unit 3](https://www.apartments.com/277-w-150th-st-new-york-ny-unit-3/2sbxqx8/),"[277 W 150th St, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/277+W+150th+St,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[133 Fort George Ave Unit 3C](https://www.apartments.com/133-fort-george-ave-new-york-ny-unit-3c/rbkpvc2/),"[133 Fort George Ave, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/133+Fort+George+Ave,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[631 Edgecombe Ave Unit 1A](https://www.apartments.com/631-edgecombe-ave-new-york-ny-unit-1a/k2be249/),"[631 Edgecombe Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/631+Edgecombe+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[532 W 143rd St Unit 51](https://www.apartments.com/532-w-143rd-st-new-york-ny-unit-51/vhgcs2g/),"[532 W 143rd St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/532+W+143rd+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[106 Fort Washington Ave Unit 3C](https://www.apartments.com/106-fort-washington-ave-new-york-ny-unit-3c/hdkgmn3/),"[106 Fort Washington Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/106+Fort+Washington+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[612 W 189th St Unit 1](https://www.apartments.com/612-w-189th-st-new-york-ny-unit-1/tpsd878/),"[612 W 189th St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/612+W+189th+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
[508 W 135th St Unit 3](https://www.apartments.com/508-w-135th-st-new-york-ny-unit-3/2m5n39b/),"[508 W 135th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/508+W+135th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[884 Riverside Dr Unit 1H](https://www.apartments.com/884-riverside-dr-new-york-ny-unit-1h/kt5zkv9/),"[884 Riverside Dr, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/884+Riverside+Dr,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[615 W 135th St Unit 54](https://www.apartments.com/615-w-135th-st-new-york-ny-unit-54/jjgbm46/),"[615 W 135th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/615+W+135th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[611 W 177th St Unit 5A](https://www.apartments.com/611-w-177th-st-new-york-ny-unit-5a/h4kwhx3/),"[611 W 177th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/611+W+177th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[85 Seaman Ave Unit 4E](https://www.apartments.com/85-seaman-ave-new-york-ny-unit-4e/6cz4p2r/),"[85 Seaman Ave, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/85+Seaman+Ave,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[518 W 204th St Unit 3](https://www.apartments.com/518-w-204th-st-new-york-ny-unit-3/9gqxhw5/),"[518 W 204th St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/518+W+204th+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[101 W 140th St Unit 47](https://www.apartments.com/101-w-140th-st-new-york-ny-unit-47/e6gnhkn/),"[101 W 140th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/101+W+140th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[1795 Riverside Dr Unit 3L](https://www.apartments.com/1795-riverside-dr-new-york-ny-unit-3l/93cgke7/),"[1795 Riverside Dr, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1795+Riverside+Dr,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[25 Cumming St Unit 3L](https://www.apartments.com/25-cumming-st-new-york-ny-unit-3l/lnxpvhf/),"[25 Cumming St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/25+Cumming+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[117 W 141st St Unit 57](https://www.apartments.com/117-w-141st-st-new-york-ny-unit-57/w4wp56k/),"[117 W 141st St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/117+W+141st+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[56 E 130th St Unit br](https://www.apartments.com/56-e-130th-st-new-york-ny-unit-br/kv91148/),"[56 E 130th St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/56+E+130th+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)"
[210 W 133rd St Unit c5](https://www.apartments.com/210-w-133rd-st-new-york-ny-unit-c5/c83hl4d/),"[210 W 133rd St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/210+W+133rd+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[555 Broome St Unit PH](https://www.apartments.com/555-broome-st-new-york-ny-unit-ph/31xq2zd/),"[555 Broome St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/555+Broome+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[10 Park Terrace E Unit 4D](https://www.apartments.com/10-park-terrace-e-new-york-ny-unit-4d/xr59grp/),"[10 Park Terrace E, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+Park+Terrace+E,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[188 Claremont Ave Unit 14](https://www.apartments.com/188-claremont-ave-new-york-ny-unit-14/vqvlpke/),"[188 Claremont Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/188+Claremont+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[338 E 30th St Unit 1R](https://www.apartments.com/338-e-30th-st-new-york-ny-unit-1r/3c49j6g/),"[338 E 30th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/338+E+30th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[647 W 172nd St Unit 31](https://www.apartments.com/647-w-172nd-st-new-york-ny-unit-31/3013fpf/),"[647 W 172nd St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/647+W+172nd+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[238 Fort Washington Ave Unit 35](https://www.apartments.com/238-fort-washington-ave-new-york-ny-unit-35/xzyxspm/),"[238 Fort Washington Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/238+Fort+Washington+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[566 W 162nd St Unit 34](https://www.apartments.com/566-w-162nd-st-new-york-ny-unit-34/lyp5njd/),"[566 W 162nd St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/566+W+162nd+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[10 Park Terrace E Unit 2J](https://www.apartments.com/10-park-terrace-e-new-york-ny-unit-2j/x8cmd5m/),"[10 Park Terrace E, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+Park+Terrace+E,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
